source,chart_week,period,rank,previous_rank,artist,song_or_album,weeks_on_chart,published_streams_or_views,metric_type,language_type_inferred,artist_origin_inferred,genre_inferred,genre_category,genre_category_label,classification_note
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,29,11,"Jovani,Karališka Erdvė,Remis Retro",Iš Lėto Leidžiasi Saulė,135,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,30,62,Bad Bunny,DtMF,33,,AGATA official rank only; exact plays not published,English / international,international / non-local,Latin urbano / reggaeton,latin_afro_global,Latin / Afro / global rhythmic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,31,75,F3miii,NOBLE,5,,AGATA official rank only; exact plays not published,English / international,international / non-local,Afrobeats / melodic rap,latin_afro_global,Latin / Afro / global rhythmic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,32,61,ANOTR,Talk To You (ft 54 Ultra) [feat. 54 Ultra],3,,AGATA official rank only; exact plays not published,English / international,international / non-local,house / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,33,27,Michael Jackson,Beat It,6,,AGATA official rank only; exact plays not published,English / international,international / non-local,classic pop / funk,nostalgia_catalog,nostalgia catalog,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,34,34,Foje,Vaikystės Stogas,44,,AGATA official rank only; exact plays not published,Lithuanian / Baltic-language signal,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,35,31,"Tems, Dave",Raindance,25,,AGATA official rank only; exact plays not published,English / international,international / non-local,UK rap / R&B,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,36,39,Tame Impala,Dracula,36,,AGATA official rank only; exact plays not published,English / international,international / non-local,psychedelic pop / indie,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,37,38,Jessica Shy,Vis Vien,63,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,contemporary pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,38,48,sombr,12 to 12,45,,AGATA official rank only; exact plays not published,English / international,international / non-local,indie pop,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,39,51,"Elayork,Jessica Shy",Rudenį Rūkai,28,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / electronic pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,40,22,MiyaGi & Endspiel,I Got Love,60,,AGATA official rank only; exact plays not published,English / international,international / non-local,Russian hip-hop / pop-rap,russian_pop_rap,Russian pop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,41,64,Jennifer Lopez,On The Floor,2,,AGATA official rank only; exact plays not published,English / international,international / non-local,dance-pop / Latin pop,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,42,42,Olivia Rodrigo,the cure,2,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop rock / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,43,32,Adrina,Sugrąžinu,9,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,44,30,Funky,Šypsenos,17,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / nostalgia,nostalgia_catalog,nostalgia catalog,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,45,23,"Reinier Zonneveld, Gordo",Loco Loco,13,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,46,57,Paulina Paukštaitytė,Pasilik Praeity,76,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,47,72,Atlanta,Man Patinka Taip Gyvent,39,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,48,40,sombr,back to friends,63,,AGATA official rank only; exact plays not published,English / international,international / non-local,indie pop,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,49,,"Shakira, Burna Boy",Dai Dai,1,,AGATA official rank only; exact plays not published,English / international,international / non-local,Latin pop,latin_afro_global,Latin / Afro / global rhythmic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,50,59,"Jovani,Ledi Ais",Jis,74,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,51,52,Djo,End of Beginning,71,,AGATA official rank only; exact plays not published,English / international,international / non-local,indie pop / synth-pop,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,52,53,bielskis,MILIJONAS NAKTŲ,58,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / melodic rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,53,58,Jessica Shy,Ašara,51,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,contemporary pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,54,29,"gintė, Gabrielius Vagelis",Lūpų Saldumo,61,,AGATA official rank only; exact plays not published,Lithuanian / Baltic-language signal,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,55,35,Solo Ansamblis,SAFARI,2,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,alternative electronic / post-punk,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,56,41,"Buckshot,fakemink",Fever,30,,AGATA official rank only; exact plays not published,English / international,international / non-local,rap / internet underground,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,57,16,Alexandra Căpitănescu,Choke Me,3,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop / rock,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,58,78,Michael Jackson,Human Nature,4,,AGATA official rank only; exact plays not published,English / international,international / non-local,classic pop / funk,nostalgia_catalog,nostalgia catalog,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,59,91,Michael Jackson,Chicago,2,,AGATA official rank only; exact plays not published,English / international,international / non-local,classic pop / funk,nostalgia_catalog,nostalgia catalog,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,60,33,Norbertas,Sapnas,58,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / electronic pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,61,76,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) – Radio Version,22,,AGATA official rank only; exact plays not published,English / international,international / non-local,dancehall / pop,latin_afro_global,Latin / Afro / global rhythmic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,62,83,RAYE,WHERE IS MY HUSBAND!,37,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop / R&B,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,63,54,Ravyn Lenae,Love Me Not,66,,AGATA official rank only; exact plays not published,English / international,international / non-local,R&B / soul,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,64,,Sel,Sel 600,11,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / dance / hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,65,45,Zara Larsson,Lush Life,28,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop / dance-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,66,49,Adrina,Kodėl,11,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,67,87,Free Finga,Beržas (feat. Monika Liu),107,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,alt-pop / electronic pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,68,71,"PinkPantheress,Zara Larsson",Stateside + Zara Larsson,22,,AGATA official rank only; exact plays not published,English / international,international / non-local,UK garage / pop,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,69,47,Drake,National Treasures,3,,AGATA official rank only; exact plays not published,English / international,international / non-local,hip-hop / R&B,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,70,96,Kings of Leon,Sex on Fire,4,,AGATA official rank only; exact plays not published,English / international,international / non-local,rock,rock_alternative,rock / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,71,65,Aistė Pilvelytė,Leisk Sau,31,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / adult contemporary,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,72,,Black Eyed Peas,Meet Me Halfway,3,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop-rap / dance-pop,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,73,44,Adomas Vyšniauskas,Jeigu Žinai Ko Tu Nori,71,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / ballad,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,74,90,Evgenya Redko,Čempionai,20,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian alt-pop / electronic pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,75,36,Beissoul & Einius,Kaip Kine,8,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,76,,Olivia Dean,Man I Need,38,,AGATA official rank only; exact plays not published,English / international,international / non-local,soul-pop / R&B,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,77,93,Taylor Swift,The Fate of Ophelia,35,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,78,85,Vance Joy,Riptide,34,,AGATA official rank only; exact plays not published,English / international,international / non-local,folk-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,79,67,G&G Sindikatas,Laikas Keistis,43,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,80,,"Justinas Jarutis, Aiste",VISI ŽENKLAI,28,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / soft rock,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,81,99,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",15,,AGATA official rank only; exact plays not published,English / international,international / non-local,dance-pop / Latin pop,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,82,,Bad Bunny,NUEVAYoL,12,,AGATA official rank only; exact plays not published,English / international,international / non-local,Latin urbano / reggaeton,latin_afro_global,Latin / Afro / global rhythmic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,83,77,Rokas Yan,Skauda,19,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,84,70,Frank Ocean,Lost,29,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,85,81,Alex Warren,Ordinary,63,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,86,,"Prospa, Cloonee",Free Your Mind,1,,AGATA official rank only; exact plays not published,English / international,international / non-local,house / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,87,74,Teddy Swims,Bad Dreams,76,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
