source,chart_week,period,rank,previous_rank,artist,song_or_album,weeks_on_chart,published_streams_or_views,metric_type,language_type_inferred,artist_origin_inferred,genre_inferred,genre_category,genre_category_label,classification_note
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,13,11,Evgenya Redko,PLANETA,32,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian alt-pop / electronic pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,14,15,Sel,Aš Kaip Žąsis,290,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / dance / hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,15,14,Sel,Sel-Fi,340,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / dance / hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,16,20,Paulina Paukštaitytė,LIEPSNOJA,14,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,17,18,Harry Styles,"Kiss All The Time. Disco, Occasionally.",13,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,18,13,EsDeeKid,Rebel,42,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,19,16,Billie Eilish,HIT ME HARD AND SOFT,107,,AGATA official rank only; exact plays not published,English / international,international / non-local,alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,20,19,Jovani,Noriu Šokt,90,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,21,27,Kanye West,Graduation,290,,AGATA official rank only; exact plays not published,English / international,international / non-local,hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,22,17,Jessica Shy,Apkabinti Prisiminimus,228,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,contemporary pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,23,24,Arctic Monkeys,AM,488,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,24,22,Paulina Paukštaitytė,Ego Kalbà,72,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,25,30,Olivia Dean,The Art of Loving,36,,AGATA official rank only; exact plays not published,English / international,international / non-local,soul-pop / R&B,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,26,46,Angelou,RODEO,57,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,27,28,Lilas ir Innomine,Tu – Naktis,474,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop / pop-rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,28,21,Adrina,Karma,60,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,29,34,Calvin Harris,96 Months,76,,AGATA official rank only; exact plays not published,English / international,international / non-local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,30,36,Justinas Jarutis,po manęs tik gyvenimas,66,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / soft rock,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,31,38,Free Finga,DĖMESIO! (Deluxe),214,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,alt-pop / electronic pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,32,32,Tame Impala,Currents,358,,AGATA official rank only; exact plays not published,English / international,international / non-local,psychedelic pop / indie,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,33,29,Michael Jackson,Bad (Remastered),6,,AGATA official rank only; exact plays not published,English / international,international / non-local,classic pop / funk,nostalgia_catalog,nostalgia catalog,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,34,31,Cigarettes After Sex,Cigarettes After Sex,452,,AGATA official rank only; exact plays not published,English / international,international / non-local,dream pop / indie,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,35,26,G&G Sindikatas,Pikti Ir Nuožmūs,3,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,36,42,Solo Ansamblis,Roboxai,337,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,alternative electronic / post-punk,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,37,44,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),66,,AGATA official rank only; exact plays not published,English / international,international / non-local,electronic pop / synth-pop,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,38,37,Michael Jackson,Off the Wall,6,,AGATA official rank only; exact plays not published,English / international,international / non-local,classic pop / funk,nostalgia_catalog,nostalgia catalog,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,39,,Jedski,DEGENERACIA,1,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,40,25,Adrina,8,152,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,41,35,Malcolm Todd,Sweet Boy,9,,AGATA official rank only; exact plays not published,English / international,international / non-local,indie pop / alt-pop,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,42,48,Jung Kook,GOLDEN,74,,AGATA official rank only; exact plays not published,Korean artist / mostly English or K-pop,international / non-local,K-pop / pop,kpop_global,K-pop / global pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,43,43,Jovani,Dažniai,37,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,44,50,Jazzu,Alisa 144,18,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / soul-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,45,75,Mac Miller,The Divine Feminine,5,,AGATA official rank only; exact plays not published,English / international,international / non-local,hip-hop / alternative rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,46,,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,142,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,47,41,G&G Sindikatas,99,433,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,48,47,Rihanna,Good Girl Gone Bad: Reloaded,130,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop / R&B,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,49,71,Dua Lipa,Future Nostalgia,305,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,50,51,Vaidas Baumila,Apžavai,184,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,51,68,Solo Ansamblis,Olos,214,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,alternative electronic / post-punk,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,52,49,Childish Gambino,Camp,117,,AGATA official rank only; exact plays not published,English / international,international / non-local,hip-hop / R&B,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,53,45,OG Version,BILIETAS I ROJU,197,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop / pop-rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,54,59,OG Version,KITAIP SUDĖTAS,28,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop / pop-rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,55,70,Kings of Leon,Only By The Night,101,,AGATA official rank only; exact plays not published,English / international,international / non-local,rock,rock_alternative,rock / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,56,78,Vaidas Baumila,Vienodai žydi sodai,52,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,57,54,Mėlyna,Nuvytusi Meilė,71,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,58,,Angelou,FAZĖ,158,,AGATA official rank only; exact plays not published,Lithuanian / Baltic-language signal,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,59,55,FC Baseball,"Noriu, kad tau pasisektų",60,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian indie pop / rock,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,60,60,Frank Ocean,Blonde,265,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,61,33,Rokas Yan,Širdis,86,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,62,61,Sel,Muzika,185,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / dance / hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,63,39,Drake,MAID OF HONOUR,3,,AGATA official rank only; exact plays not published,English / international,international / non-local,hip-hop / R&B,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,64,65,SEREBRO,СИЛА ТРЁХ,25,,AGATA official rank only; exact plays not published,Russian / Cyrillic,international / non-local,Russian pop,russian_pop_rap,Russian pop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,65,93,Pitbull,Planet Pit (Deluxe Version),30,,AGATA official rank only; exact plays not published,English / international,international / non-local,dance-pop / Latin pop,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,66,62,OG Version,MOTYVÃCIJOS TIKSLAI,310,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop / pop-rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,67,69,Sabrina Carpenter,Man’s Best Friend,40,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,68,,Kamaniu Silelis,Žiūrėti Į Saulę,77,,AGATA official rank only; exact plays not published,Lithuanian / Baltic-language signal,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,69,,MGMT,Oracular Spectacular,5,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,70,74,Calvin Harris,Motion,26,,AGATA official rank only; exact plays not published,English / international,international / non-local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,71,52,TV Girl,Who Really Cares,227,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,72,57,INNA,Hot,65,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,73,56,CORTIS,GREENGREEN – EP,5,,AGATA official rank only; exact plays not published,Korean artist / mostly English or K-pop,international / non-local,K-pop / pop,kpop_global,K-pop / global pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,74,,Despotin Fam,DRUGELIAI_,7,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,75,99,Tame Impala,Deadbeat,25,,AGATA official rank only; exact plays not published,English / international,international / non-local,psychedelic pop / indie,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,76,86,Don Toliver,OCTANE,18,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,77,,Abudu,Vietos Pasauly!!,20,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,78,90,Taylor Swift,The Life of a Showgirl,35,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,79,80,Gabrielė Vilkickytė,Mažas rūpintojėlis,70,,AGATA official rank only; exact plays not published,Lithuanian / Baltic-language signal,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,80,76,Lady Gaga,The Fame,113,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,81,,RAYE,THIS MUSIC MAY CONTAIN HOPE.,8,,AGATA official rank only; exact plays not published,English / international,international / non-local,pop / R&B,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,82,72,Nirvana,Nevermind (Remastered),225,,AGATA official rank only; exact plays not published,English / international,international / non-local,grunge / rock,rock_alternative,rock / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,83,,Bruno Mars,The Romantic,12,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,84,89,Lilas ir Innomine,Leisk Man Šlykštėtis,336,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop / pop-rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,85,,aespa,LEMONADE – The 2nd Album,1,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,86,97,Lorde,Pure Heroine,58,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,87,85,ba.,Rasti / Pasiklysti,101,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian indie rock / alternative,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
