artist_name,seed_song_title,search_query,query_variant,candidate_rank,video_id,candidate_title,channel_title,published_at,youtube_url,description_preview,view_count,like_count,comment_count,duration,category_id,default_language,default_audio_language,manual_valid,language_verified,is_music_video,ai_suno_related,channel_type,genre_style,manual_theme,review_notes,pipeline_status
Mustafa Ceceli,Gül Rengi,Mustafa Ceceli Gül Rengi,base,2,bsg2LRL_1bo,Kapışma 7.Bölüm Mustafa Ceceli ve Canan Düet,Show TV,2015-08-12T07:38:23Z,https://www.youtube.com/watch?v=bsg2LRL_1bo,Show TV YouTube Kanalına Abone Ol → http://showtv.tv/AGqcyj BAŞVURU FORMU: http://showtv.com.tr/basvuru Kapışma Her ...,6358312,42416,1790,PT5M6S,27,tr,,no,yes,no,no,TV / film,,,TV program segment rather than a primary song upload,excluded
Mustafa Ceceli,Gül Rengi,Mustafa Ceceli Gül Rengi,base,3,YhhTilqRDuw,Mustafa Ceceli - Gül Rengi,DMC,2015-07-16T09:05:41Z,https://www.youtube.com/watch?v=YhhTilqRDuw,Mustafa Ceceli - Gül Rengi http://facebook.com/dmccomtr http://twitter.com/dmccomtr http://instagram.com/dmccomtr.,97630,644,30,PT3M45S,10,tr,tr,yes,yes,yes,no,official label,,,Valid alternative version; not selected as primary,excluded_duplicate
Mustafa Ceceli,Sultanım,Mustafa Ceceli Sultanım,base,1,tuAYyDO5fEs,Mustafa Ceceli - Sultanım,netd müzik,2015-12-01T10:00:02Z,https://www.youtube.com/watch?v=tuAYyDO5fEs,"Mustafa Ceceli'nin, Ceceli Müzik Prodüksiyon etiketiyle yayınlanan ""Aşk İçin Gelmişiz"" albümünde yer alan ""Sultanım"" isimli ...",162325074,521173,27491,PT4M47S,10,tr,tr,yes,yes,yes,no,official label,,,Selected as primary version,selected_for_transcript
Mustafa Ceceli,Sultanım,Mustafa Ceceli Sultanım,base,2,EWR1OS1qPiY,Mustafa Ceceli - &quot;Sultanım&quot;,Ahmed Hulusi,2015-12-10T18:43:28Z,https://www.youtube.com/watch?v=EWR1OS1qPiY,"http://ahmedhulusi.org/ MUSTAFA CECELİ - ""SULTANIM"" SULTANIM Can yakan gözlerini, bak görmeye geldim Abu hayat ...",418631,2382,,PT4M33S,10,tr,tr,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Mustafa Ceceli,Sultanım,Mustafa Ceceli Sultanım,base,3,MkoeDv-L8eE,Mustafa Ceceli - Sultanım - (Şarkı sözü / Lyrics),Yuki Yuki,2023-09-08T04:00:09Z,https://www.youtube.com/watch?v=MkoeDv-L8eE,Can yakan gözlerini bak görmeye geldim A bu hayat sözlerinle gül olup yeşermeye geldim A bu hayat sözlerinle gül olup ...,7224,39,5,PT4M35S,22,tr,,yes,yes,yes,no,lyrics channel,,,Valid alternative version; not selected as primary,excluded_duplicate
Müslüm Gürses,Vay Canım Vay,Müslüm Gürses Vay Canım Vay,base,1,NBy3GXENQYU,Müslüm Gürses - Vay Canım Vay,Tanju Güney,2013-03-06T15:43:32Z,https://www.youtube.com/watch?v=NBy3GXENQYU,sen şarkılarınlan yaşayacaksın müslüm baba...,3394430,18628,947,PT4M56S,10,tr,,yes,yes,yes,no,fan / archive,,,Selected as primary version,selected_for_transcript
Müslüm Gürses,Vay Canım Vay,Müslüm Gürses Vay Canım Vay,base,2,dJcDZEAFFmU,Müslüm Gürses - VAY CANIM VAY,Efe'S,2017-10-22T03:42:25Z,https://www.youtube.com/watch?v=dJcDZEAFFmU,Nasıl bir sevdaya düştüm Vay canım vay vay canım vay Bir zalime düştüm Vay canım vay vay canım vay Vay ömrüm vay vay.,879597,6039,271,PT4M56S,25,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Müslüm Gürses,Vay Canım Vay,Müslüm Gürses Vay Canım Vay,base,3,PCh4efgKXBg,Müslüm Gürses -Vay Canım Vay - (İbo Show Star Tv 2010),Müslüm Gürses,2022-08-31T19:34:46Z,https://www.youtube.com/watch?v=PCh4efgKXBg,,2460900,6338,364,PT6M,22,tr,,yes,yes,yes,no,official artist,,,Valid alternative version; not selected as primary,excluded_duplicate
Müslüm Gürses,Nilüfer,Müslüm Gürses Nilüfer,base,1,SQnglFtGjqs,Müslüm Gürses - Nilüfer,Çakır Türk,2012-12-16T11:53:33Z,https://www.youtube.com/watch?v=SQnglFtGjqs,MüslümBaba Aşk Tesadüfleri Sever (2006) (Müslüm Gürses albümü) Yapımcı: Pasaj Müzik Şarkı:Nilüfer Söz:Murathan ...,17334203,130368,5734,PT4M19S,10,tr,tr,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Müslüm Gürses,Nilüfer,Müslüm Gürses Nilüfer,base,2,-8qifzv_F4Q,Müslüm Gürses - Nilüfer,oadimitar,2009-12-12T20:07:56Z,https://www.youtube.com/watch?v=-8qifzv_F4Q,Müslüm Gürses - Nilüfer / Aşk Tesadüfleri Sever.,75082855,303788,22108,PT4M21S,10,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Müslüm Gürses,Nilüfer,Müslüm Gürses Nilüfer,base,3,nEMHRfPBaxE,Nilüfer,Release - Topic,2025-01-10T01:00:06Z,https://www.youtube.com/watch?v=nEMHRfPBaxE,Provided to YouTube by PASAJ Nilüfer · Müslüm Gürses Aşk Tesadüfleri Sever (Mucize ve Buluşma) ℗ PASAJ Released on: ...,37795299,92897,0,PT4M19S,10,tr,,yes,yes,yes,no,topic,,,Selected as primary version,selected_for_transcript
İbrahim Tatlıses,Aramam,İbrahim Tatlıses Aramam,base,1,VNZuTrvXfPE,İbrahim Tatlıses - Aramam,netd müzik,2014-03-04T08:55:07Z,https://www.youtube.com/watch?v=VNZuTrvXfPE,"İbrahim Tatlıses'in, DMC etiketiyle yayınlanan ""Aramam"" albümünde yer alan ""Aramam"" isimli şarkısı, netd müzik'te! Söz & Müzik: ...",139005517,704517,23946,PT4M56S,10,tr,tr,yes,yes,yes,no,official label,,,Selected as primary version,selected_for_transcript
İbrahim Tatlıses,Aramam,İbrahim Tatlıses Aramam,base,2,OmE4v2hzyf4,İbrahim Tatlıses - Aramam,DMC,2016-04-04T07:52:55Z,https://www.youtube.com/watch?v=OmE4v2hzyf4,Abone olmak için: http://bit.ly/dmcabone http://facebook.com/dmccomtr http://twitter.com/dmccomtr http://instagram.com/dmccomtr.,664958,3728,67,PT4M58S,10,tr,tr,yes,yes,yes,no,official label,,,Valid alternative version; not selected as primary,excluded_duplicate
İbrahim Tatlıses,Aramam,İbrahim Tatlıses Aramam,base,3,km1PNFotKDo,Aramam - İbrahim Tatlıses - Canlı Performans,İbrahim Tatlıses,2017-01-11T09:35:00Z,https://www.youtube.com/watch?v=km1PNFotKDo,İbrahim Tatlıses Kanalına Abone Olmak İçin http://wedia.link/UjYfz Tıklayınız.. Konuk : Funda Arar İbrahim Tatlıses Twitter ...,2074353,18021,110,PT6M9S,24,tr,tr,yes,yes,yes,no,official artist,,,Valid alternative version; not selected as primary,excluded_duplicate
İbrahim Tatlıses,Mavi Mavi,İbrahim Tatlıses Mavi Mavi,base,1,rQWmwR5f5lA,Mavi Mavi,İbrahim Tatlıses - Topic,2025-03-28T16:20:47Z,https://www.youtube.com/watch?v=rQWmwR5f5lA,Provided to YouTube by Virgin Music Group Mavi Mavi · İbrahim Tatlıses Mavi Mavi ℗ 2017 Seyhan Müzik Released on: ...,2975248,10429,182,PT3M33S,10,tr,,yes,yes,yes,no,topic,,,Selected as primary version,selected_for_transcript
İbrahim Tatlıses,Mavi Mavi,İbrahim Tatlıses Mavi Mavi,base,2,nWIIS7vgT-E,İbrahim tatlises - Mavi mavi,SH,2018-04-22T17:42:19Z,https://www.youtube.com/watch?v=nWIIS7vgT-E,,4156842,22469,979,PT3M34S,22,en,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
İbrahim Tatlıses,Mavi Mavi,İbrahim Tatlıses Mavi Mavi,base,3,9qEgFDCTZ58,Mavi Mavi | İbrahim Tatlıses - Hülya Avşar Türk Filmi,Fanatik Film - Yerli,2023-02-07T15:00:10Z,https://www.youtube.com/watch?v=9qEgFDCTZ58,Mavi Mavi | İbrahim Tatlıses - Hülya Avşar Türk Filmi Full HD İzle En iyi yerli filmler ve unutulmaz sahneler için abone ol ...,1464622,4462,282,PT1H16M55S,24,tr,tr,no,yes,no,no,TV / film,,,Full-length film; not a standalone music video,excluded
Selda Bağcan,Gesi Bağları,Selda Bağcan Gesi Bağları,base,1,2aoRw_h_8es,Selda Bagcan - Gesi Bağları,TurkuAsiklari,2010-03-13T08:26:21Z,https://www.youtube.com/watch?v=2aoRw_h_8es,http://www.facebook.com/Turku.Asiklari.,40451074,149388,6740,PT3M33S,10,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Selda Bağcan,Gesi Bağları,Selda Bağcan Gesi Bağları,base,2,n1At1bEbxhw,Aleyna Tilki &amp; Selda Bağcan - Gesi Bağları (03.08.2022 Selda Bağcan Harbiye Açık Hava Konseri),Aleyna Tilki,2022-08-03T21:00:23Z,https://www.youtube.com/watch?v=n1At1bEbxhw,,99727,963,6,PT15S,22,tr,,no,yes,no,no,live / performance,,,15-second concert clip; too short for transcript analysis,excluded
Selda Bağcan,Gesi Bağları,Selda Bağcan Gesi Bağları,base,3,26jAqWhrrwQ,Selda Bağcan - Gesi Bağları (Türkülerimiz - 1),Selda Bağcan,2014-12-22T13:26:01Z,https://www.youtube.com/watch?v=26jAqWhrrwQ,"Selda Bağcan, Gesi Bağları şarkısı sizlerle. Büyük ustanın tüm şarkılarını siz değerli dinleyicilerle resmi kanalında buluşturuyoruz.",11813240,48794,1524,PT3M34S,22,tr,tr,yes,yes,yes,no,official artist,,,Selected as primary version,selected_for_transcript
Selda Bağcan,İnce İnce Bir Kar Yağar,Selda Bağcan İnce İnce Bir Kar Yağar,base,1,IDivHyd3Ks4,Selda Bağcan - İnce İnce Bir Kar Yağar (Resmi Şarkı Sözleri Videosu),Selda Bağcan,2025-04-18T13:22:23Z,https://www.youtube.com/watch?v=IDivHyd3Ks4,"1976 yılında kaydettiğimiz, 'Türkülerimiz -1' isimli albümümde de yer alan 'İnce İnce' yeni videosuyla yayında. Keyifli seyirler.",248355,1613,37,PT3M46S,10,tr,tr,yes,yes,yes,no,official artist,,,Selected as primary version,selected_for_transcript
Selda Bağcan,İnce İnce Bir Kar Yağar,Selda Bağcan İnce İnce Bir Kar Yağar,base,2,0nonCuddOac,Selda Bağcan - İnce İnce Bir Kar Yağar (1976),Anatolian Rock Revival Project,2015-02-10T08:42:47Z,https://www.youtube.com/watch?v=0nonCuddOac,"Selda Bağcan is a legendary Turkish singer and political activist. Her first singles, about political struggle and the demands of the ...",3553608,45970,1563,PT3M42S,10,en,en,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Selda Bağcan,İnce İnce Bir Kar Yağar,Selda Bağcan İnce İnce Bir Kar Yağar,base,3,afIMi4V2QXo,Selda Bağcan ft. Hey Douglas - İnce İnce (Selda Bağcan Remix) @HEYDOUGLAS,Selda Bağcan,2017-08-24T15:29:59Z,https://www.youtube.com/watch?v=afIMi4V2QXo,"Selda Bağcan Remix albümünden Selda Bağcan ve Hey Douglas'ın beraber seslendirdiği ""Selda Bağcan Remix"" albümünde yer ...",1302834,9285,252,PT3M40S,10,tr,tr,yes,yes,yes,no,official artist,,,Valid alternative version; not selected as primary,excluded_duplicate
Neşet Ertaş,Gönül Dağı,Neşet Ertaş Gönül Dağı,base,1,aXLj7rM6UQQ,Neşet Ertaş - Gönül Dağı I Bozkırın Tezenesi © 2020 Kalan Müzik,Kalan Müzik,2020-11-20T09:15:00Z,https://www.youtube.com/watch?v=aXLj7rM6UQQ,Şarkıyı Playlist'e Kaydetmek İçin: https://orcd.co/bozkirintezenesi Neşet Ertaş'ın tüm şarkıları burada: https://bit.ly/3xXSS0Z Kalan ...,34848109,138619,6004,PT5M4S,10,tr,tr,yes,yes,yes,no,official label,,,Selected as primary version,selected_for_transcript
Neşet Ertaş,Gönül Dağı,Neşet Ertaş Gönül Dağı,base,2,gjig3YuFMzw,Neşet Ertaş Gönül Dağı,Nazif Karagöz,2012-06-16T18:42:00Z,https://www.youtube.com/watch?v=gjig3YuFMzw,,1229626,8511,415,PT4M57S,19,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Neşet Ertaş,Gönül Dağı,Neşet Ertaş Gönül Dağı,base,3,8GGfzFX2e9k,Gönül Dağı,Neşet Ertaş - Topic,2014-11-08T09:45:52Z,https://www.youtube.com/watch?v=8GGfzFX2e9k,Provided to YouTube by The Orchard Enterprises Gönül Dağı · Neşet Ertaş Gönül Dağı ℗ 1999 Kalan Ses Görüntü Released on: ...,217072,1334,14,PT4M59S,10,tr,,yes,yes,yes,no,topic,,,Valid alternative version; not selected as primary,excluded_duplicate
Neşet Ertaş,Zahidem,Neşet Ertaş Zahidem,base,1,L8KvxipjYjM,Neşet Ertaş - Zahidem gurbanın olam ne olacak halim,Ali IŞIK,2017-03-11T12:50:19Z,https://www.youtube.com/watch?v=L8KvxipjYjM,Neşet Ertaş Zahidem Zahide kurbanım ne olacak halim Gene bir laf duydum kırıldı belim Gelenden gidene haber sorayım Zahide ...,7154878,46156,2492,PT4M21S,22,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Neşet Ertaş,Zahidem,Neşet Ertaş Zahidem,base,2,voRQ0WNGbjk,Zahide,Neşet Ertaş - Topic,2014-11-08T17:16:58Z,https://www.youtube.com/watch?v=voRQ0WNGbjk,Provided to YouTube by The Orchard Enterprises Zahide · Neşet Ertaş · Mustafa Öztürk Zahidem ℗ 1999 Kalan Ses Görüntü ...,403585,2957,22,PT4M21S,10,tr,,yes,yes,yes,no,topic,,,Valid alternative version; not selected as primary,excluded_duplicate
Neşet Ertaş,Zahidem,Neşet Ertaş Zahidem,base,3,iGgdc8nS4Ss,Neşet Ertaş - Zahide,Bayar Müzik,2016-09-09T08:50:59Z,https://www.youtube.com/watch?v=iGgdc8nS4Ss,İndirmek İçin; http://bit.ly/NesetErtas98 Dinlemek İçin; http://bit.ly/NesetErtas98SP Zahide Söz & Müzik: Neşet Ertaş Zahide ...,674548,4069,237,PT7M10S,10,tr,tr,yes,yes,yes,no,official label,,,Selected as primary version,selected_for_transcript
Sezen Aksu,Gülümse,Sezen Aksu Gülümse,base,1,qgfLk8Uksxo,Sezen Aksu - Gülümse (Official Video),Sezen Aksu,2012-05-29T03:47:25Z,https://www.youtube.com/watch?v=qgfLk8Uksxo,"""Gülümse"" (Gülümse - 1991) Yönetmen: Samim Değer Söz: Kemal Burkay Beste: Arto Tunçboyacı Gülümse, hadi gülümse ...",6601187,39159,1821,PT5M,10,tr,tr,yes,yes,yes,no,official artist,,,Selected as primary version,selected_for_transcript
Sezen Aksu,Gülümse,Sezen Aksu Gülümse,base,2,KtOwqDBABmQ,SEZEN AKSU - GÜLÜMSE,melodramful,2012-12-07T15:55:30Z,https://www.youtube.com/watch?v=KtOwqDBABmQ,Türkiye şarkıları.,1972759,12596,858,PT5M25S,10,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Sezen Aksu,Gülümse,Sezen Aksu Gülümse,base,3,qyB3VkIjPZs,Sezen Aksu - Gülümse (Official Audio),Sezen Aksu,2016-10-03T13:07:02Z,https://www.youtube.com/watch?v=qyB3VkIjPZs,"Gülümse (Gülümse 1991) Lyrics: Kemal Burkay Music by: Arto Tunçboyacı Arranged by: Onno Tunç Gülümse, hadi gülümse ...",804514,6320,339,PT5M4S,10,tr,tr,yes,yes,yes,no,official artist,,,Valid alternative version; not selected as primary,excluded_duplicate
Sezen Aksu,Tükeneceğiz,Sezen Aksu Tükeneceğiz,base,1,Eg6gKLXA30U,Sezen Aksu - Tükeneceğiz (Official Audio),Sezen Aksu,2016-12-25T21:23:03Z,https://www.youtube.com/watch?v=Eg6gKLXA30U,"Sezen Aksu - Tükeneceğiz Söz: Sezen Aksu Beste: Sezen Aksu Düzenleme: Onno Tunç Ne böyle senle ne de sensiz Yazık, ...",136789383,398577,21555,PT4M20S,10,tr,tr,yes,yes,yes,no,official artist,,,Selected as primary version,selected_for_transcript
Sezen Aksu,Tükeneceğiz,Sezen Aksu Tükeneceğiz,base,2,zcn4-FJGVcU,SEZEN AKSU-TÜKENECEGİZ,abdullah yıldız,2013-02-07T21:39:38Z,https://www.youtube.com/watch?v=zcn4-FJGVcU,,2178070,10372,645,PT4M21S,22,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Sezen Aksu,Tükeneceğiz,Sezen Aksu Tükeneceğiz,base,3,icdv9ML5IDg,Sezen Aksu - Tükeneceğiz (Lyrics | Şarkı Sözleri),Sezen Aksu,2019-10-09T08:22:47Z,https://www.youtube.com/watch?v=icdv9ML5IDg,"Tükeneceğiz (Sen Ağlama, 1984) Söz: Sezen Aksu Müzik: Sezen Aksu Düzenleme: Onno Tunç Ne böyle senle ne de sensiz ...",24182715,60287,1394,PT4M38S,10,tr,tr,yes,yes,yes,no,official artist,,,Valid alternative version; not selected as primary,excluded_duplicate
Ezhel,İmkansızım,Ezhel İmkansızım,base,1,Hrf7F3QAfvE,İmkansızım,Ezhel - Topic,2018-05-10T16:51:01Z,https://www.youtube.com/watch?v=Hrf7F3QAfvE,Provided to YouTube by The Orchard Enterprises İmkansızım · Ezhel · Sercan İpekçioğlu İmkansızım ℗ 2017 KOAL Released on: ...,99223976,335962,5486,PT3M43S,10,en,,yes,yes,yes,no,topic,,,Selected as primary version,selected_for_transcript
Ezhel,İmkansızım,Ezhel İmkansızım,base,2,g4W3EI71Ksc,Ezhel - İmkansızım (Sözleri),Kadircan Albayrak,2022-08-30T13:23:55Z,https://www.youtube.com/watch?v=g4W3EI71Ksc,bu şarkının ilk zamanları çok güzeldi anıları varrrr -------------------------------------------------------------- Spotify hesabım: ...,3684331,14971,1051,PT3M43S,10,tr,,yes,yes,yes,no,lyrics channel,,,Valid alternative version; not selected as primary,excluded_duplicate
Ezhel,İmkansızım,Ezhel İmkansızım,base,3,xB_4qvDvDks,Ezhel - İmkansızım lyrics,ℒℯ𝓃𝒾𝒶𝓃𝒶 ʚɞ,2025-12-13T18:43:00Z,https://www.youtube.com/watch?v=xB_4qvDvDks,,10232,57,4,PT3M23S,22,de,,yes,yes,yes,no,lyrics channel,,,Valid alternative version; not selected as primary,excluded_duplicate
Ezhel,Felaket,Ezhel Felaket,base,1,-x5LnDSctk0,Ezhel - Felaket (Official Audio),Ezhel,2019-01-31T21:04:36Z,https://www.youtube.com/watch?v=-x5LnDSctk0,"Ezhel - Felaket / 2019 Koal, Produced By: Bugy, Mixed and Mastered by: Lex Barkey, Artwork Design: Cihan Kılıç.",62633887,487272,24286,PT3M15S,10,tr,tr,yes,yes,yes,no,official artist,,,Selected as primary version,selected_for_transcript
Ezhel,Felaket,Ezhel Felaket,base,2,uVf3mWEsqZ0,Ezhel - Felaket (sözleri),ütopya,2022-06-12T17:11:14Z,https://www.youtube.com/watch?v=uVf3mWEsqZ0,ezhel #felaket #sözleri #lyrics #keşfet.,2865868,14948,410,PT3M15S,22,tr,,yes,yes,yes,no,lyrics channel,,,Valid alternative version; not selected as primary,excluded_duplicate
Ezhel,Felaket,Ezhel Felaket,base,3,GgKgTY_8DTM,Ezhel - Felaket,Ezhel,2019-02-01T17:43:45Z,https://www.youtube.com/watch?v=GgKgTY_8DTM,,57103,414,17,PT3M15S,10,tr,,yes,yes,yes,no,official artist,,,Valid alternative version; not selected as primary,excluded_duplicate
Barış Manço,Gülpembe,Barış Manço Gülpembe,base,1,zd8IFDgQCUc,Barış Manço - Gülpembe,netd müzik,2014-03-04T08:48:44Z,https://www.youtube.com/watch?v=zd8IFDgQCUc,"Barış Manço'nun, EMRE GRAFSON MÜZİK etiketiyle yayınlanan ""Mançoloji, Vol. 1"" albümünde yer alan ""Gül Pembe"" isimli şarkısı ...",99321205,457643,27006,PT5M12S,10,tr,,yes,yes,yes,no,official label,,,Selected as primary version,selected_for_transcript
Barış Manço,Gülpembe,Barış Manço Gülpembe,base,2,oEDAhzMI_3g,Gülpembe,Barış Manço - Topic,2018-11-22T14:58:36Z,https://www.youtube.com/watch?v=oEDAhzMI_3g,Provided to YouTube by Netd Müzik Video Dijital Platform A.Ş. Gülpembe · Barış Manço · Barış Manço · Barış Manço · C. Güven ...,1509315,8203,273,PT4M45S,10,tr,,yes,yes,yes,no,topic,,,Valid alternative version; not selected as primary,excluded_duplicate
Barış Manço,Gülpembe,Barış Manço Gülpembe,base,3,CnfCUIvIXYc,Barış Manço - Gülpembe HD Klip,MancoTv,2011-11-06T10:12:06Z,https://www.youtube.com/watch?v=CnfCUIvIXYc,Barış Manço - Gülpembe HD Klip.,2030619,11665,567,PT5M37S,24,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Barış Manço,Dönence,Barış Manço Dönence,base,1,77ygz-MC6_8,Barış Manço - Dönence (1982 - TRT),Hakan Demir,2013-04-13T23:09:46Z,https://www.youtube.com/watch?v=77ygz-MC6_8,,10126639,102959,8053,PT6M51S,10,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Barış Manço,Dönence,Barış Manço Dönence,base,2,yw_azIKC9UY,Barış Manço - Dönence,Anadolu Rock,2020-10-10T10:25:49Z,https://www.youtube.com/watch?v=yw_azIKC9UY,ANADOLU ROCK'a git: http://www.instagram.com/AnatolianRock7 http://www.facebook.com/AnadoluRock7.,826675,9748,728,PT6M49S,10,tr,,yes,yes,yes,no,fan / archive,,,Valid alternative version; not selected as primary,excluded_duplicate
Barış Manço,Dönence,Barış Manço Dönence,base,3,aRsi3SHma6c,Dönence,Barış Manço - Topic,2018-11-22T14:58:35Z,https://www.youtube.com/watch?v=aRsi3SHma6c,Provided to YouTube by Netd Müzik Video Dijital Platform A.Ş. Dönence · Barış Manço · Barış Manço · Barış Manço · C. Güven Hal ...,34536361,113903,2952,PT6M45S,10,tr,,yes,yes,yes,no,topic,,,Selected as primary version,selected_for_transcript
