artist_name,seed_song_title,search_query,query_variant,candidate_rank,video_id,candidate_title,channel_title,published_at,youtube_url,description_preview,view_count,like_count,comment_count,duration,category_id,default_language,default_audio_language,manual_valid,language_verified,is_music_video,ai_suno_related,channel_type,genre_style,manual_theme,review_notes,pipeline_status
Müslüm Gürses,Nilüfer,Müslüm Gürses Nilüfer,base,1,SQnglFtGjqs,Müslüm Gürses - Nilüfer,Çakır Türk,2012-12-16T11:53:33Z,https://www.youtube.com/watch?v=SQnglFtGjqs,MüslümBaba Aşk Tesadüfleri Sever (2006) (Müslüm Gürses albümü) Yapımcı: Pasaj Müzik Şarkı:Nilüfer Söz:Murathan ...,17369057,130560,5741,PT4M19S,10,tr,tr,,,,,,,,,needs_manual_review
Müslüm Gürses,Nilüfer,Müslüm Gürses Nilüfer,base,2,-8qifzv_F4Q,Müslüm Gürses - Nilüfer,oadimitar,2009-12-12T20:07:56Z,https://www.youtube.com/watch?v=-8qifzv_F4Q,Müslüm Gürses - Nilüfer / Aşk Tesadüfleri Sever.,75095813,303745,22102,PT4M21S,10,tr,,,,,,,,,,needs_manual_review
Müslüm Gürses,Nilüfer,Müslüm Gürses Nilüfer,base,3,cXyF1rEpwe0,Müslüm Gürses - Nilüfer (Lyric),SelfLyrics,2015-01-21T02:25:59Z,https://www.youtube.com/watch?v=cXyF1rEpwe0,Müslüm Gürses'in 2006 yılında çıkardığı Aşk Tesadüfleri Sever albümünün belki de en değerli parçası. Söylerken kolayca eşlik ...,1411099,6407,161,PT4M19S,10,tr,tr,,,,,,,,,needs_manual_review
İbrahim Tatlıses,Aramam,İbrahim Tatlıses Aramam,base,1,VNZuTrvXfPE,İbrahim Tatlıses - Aramam,netd müzik,2014-03-04T08:55:07Z,https://www.youtube.com/watch?v=VNZuTrvXfPE,"İbrahim Tatlıses'in, DMC etiketiyle yayınlanan ""Aramam"" albümünde yer alan ""Aramam"" isimli şarkısı, netd müzik'te! Söz & Müzik: ...",139682635,706321,23987,PT4M56S,10,tr,tr,,,,,,,,,needs_manual_review
İbrahim Tatlıses,Aramam,İbrahim Tatlıses Aramam,base,2,OmE4v2hzyf4,İbrahim Tatlıses - Aramam,DMC,2016-04-04T07:52:55Z,https://www.youtube.com/watch?v=OmE4v2hzyf4,Abone olmak için: http://bit.ly/dmcabone http://facebook.com/dmccomtr http://twitter.com/dmccomtr http://instagram.com/dmccomtr.,678555,3789,67,PT4M58S,10,tr,tr,,,,,,,,,needs_manual_review
İbrahim Tatlıses,Aramam,İbrahim Tatlıses Aramam,base,3,QFcVnG5Q_p8,İbrahim Tatlıses &amp; Dilan Çıtak - ARAMAM,Poll Production,2022-05-04T21:10:11Z,https://www.youtube.com/watch?v=QFcVnG5Q_p8,"Abone OL ( Subscribe): http://bit.ly/28R8iGZ ""BAYRAM ÖZEL BÖLÜMÜ"" İbo Show yeni bölümüyle YENİ GÜNÜNDE bu ...",113074294,889137,18354,PT2M5S,10,tr,tr,,,,,,,,,needs_manual_review
İbrahim Tatlıses,Mavi Mavi,İbrahim Tatlıses Mavi Mavi,base,1,rQWmwR5f5lA,Mavi Mavi,İbrahim Tatlıses - Topic,2025-03-28T16:20:47Z,https://www.youtube.com/watch?v=rQWmwR5f5lA,Provided to YouTube by Virgin Music Group Mavi Mavi · İbrahim Tatlıses Mavi Mavi ℗ 2017 Seyhan Müzik Released on: ...,3074224,10677,185,PT3M33S,10,tr,tr,,,,,,,,,needs_manual_review
İbrahim Tatlıses,Mavi Mavi,İbrahim Tatlıses Mavi Mavi,base,2,nWIIS7vgT-E,İbrahim tatlises - Mavi mavi,SH,2018-04-22T17:42:19Z,https://www.youtube.com/watch?v=nWIIS7vgT-E,,4195419,22673,991,PT3M34S,22,en,,,,,,,,,,needs_manual_review
İbrahim Tatlıses,Mavi Mavi,İbrahim Tatlıses Mavi Mavi,base,3,9qEgFDCTZ58,Mavi Mavi | İbrahim Tatlıses - Hülya Avşar Türk Filmi,Fanatik Film - Yerli,2023-02-07T15:00:10Z,https://www.youtube.com/watch?v=9qEgFDCTZ58,Mavi Mavi | İbrahim Tatlıses - Hülya Avşar Türk Filmi Full HD İzle En iyi yerli filmler ve unutulmaz sahneler için abone ol ...,1484424,4517,287,PT1H16M55S,24,tr,tr,,,,,,,,,needs_manual_review
Selda Bağcan,Gesi Bağları,Selda Bağcan Gesi Bağları,base,1,2aoRw_h_8es,Selda Bagcan - Gesi Bağları,TurkuAsiklari,2010-03-13T08:26:21Z,https://www.youtube.com/watch?v=2aoRw_h_8es,http://www.facebook.com/Turku.Asiklari.,40472689,149467,6738,PT3M33S,10,tr,,,,,,,,,,needs_manual_review
Selda Bağcan,Gesi Bağları,Selda Bağcan Gesi Bağları,base,2,n1At1bEbxhw,Aleyna Tilki &amp; Selda Bağcan - Gesi Bağları (03.08.2022 Selda Bağcan Harbiye Açık Hava Konseri),Aleyna Tilki,2022-08-03T21:00:23Z,https://www.youtube.com/watch?v=n1At1bEbxhw,,100940,968,5,PT15S,22,tr,,,,,,,,,,needs_manual_review
Selda Bağcan,Gesi Bağları,Selda Bağcan Gesi Bağları,base,3,RoPawHILO7E,Selda Bağcan - Gesi Bağları (Orjinal Plak Kayıt),Sertan Zaim,2017-11-05T19:27:36Z,https://www.youtube.com/watch?v=RoPawHILO7E,Gesi bağlarında dolanıyorum Yitirdim yarimi amman aranıyorum Bir çift selamına güveniyorum Gel otur yanıma hallarımı söyleyim ...,1518584,10151,251,PT3M30S,10,tr,,,,,,,,,,needs_manual_review
Selda Bağcan,İnce İnce Bir Kar Yağar,Selda Bağcan İnce İnce Bir Kar Yağar,base,1,IDivHyd3Ks4,Selda Bağcan - İnce İnce Bir Kar Yağar (Resmi Şarkı Sözleri Videosu),Selda Bağcan,2025-04-18T13:22:23Z,https://www.youtube.com/watch?v=IDivHyd3Ks4,"1976 yılında kaydettiğimiz, 'Türkülerimiz -1' isimli albümümde de yer alan 'İnce İnce' yeni videosuyla yayında. Keyifli seyirler.",255211,1665,38,PT3M46S,10,tr,tr,,,,,,,,,needs_manual_review
Selda Bağcan,İnce İnce Bir Kar Yağar,Selda Bağcan İnce İnce Bir Kar Yağar,base,2,0nonCuddOac,Selda Bağcan - İnce İnce Bir Kar Yağar (1976),Anatolian Rock Revival Project,2015-02-10T08:42:47Z,https://www.youtube.com/watch?v=0nonCuddOac,"Selda Bağcan is a legendary Turkish singer and political activist. Her first singles, about political struggle and the demands of the ...",3555148,45975,1563,PT3M42S,10,en,en,,,,,,,,,needs_manual_review
Selda Bağcan,İnce İnce Bir Kar Yağar,Selda Bağcan İnce İnce Bir Kar Yağar,base,3,vL3raxfj1oo,selda- Ince Ince Bir Kar Yagar,llpr,2009-02-23T19:27:58Z,https://www.youtube.com/watch?v=vL3raxfj1oo,selda bagcan.,4905180,19913,1110,PT3M43S,10,en,,,,,,,,,,needs_manual_review
Neşet Ertaş,Gönül Dağı,Neşet Ertaş Gönül Dağı,base,1,aXLj7rM6UQQ,Neşet Ertaş - Gönül Dağı I Bozkırın Tezenesi © 2020 Kalan Müzik,Kalan Müzik,2020-11-20T09:15:00Z,https://www.youtube.com/watch?v=aXLj7rM6UQQ,Şarkıyı Playlist'e Kaydetmek İçin: https://orcd.co/bozkirintezenesi Neşet Ertaş'ın tüm şarkıları burada: https://bit.ly/3xXSS0Z Kalan ...,35037239,139048,6012,PT5M4S,10,tr,tr,,,,,,,,,needs_manual_review
Neşet Ertaş,Gönül Dağı,Neşet Ertaş Gönül Dağı,base,2,gjig3YuFMzw,Neşet Ertaş Gönül Dağı,Nazif Karagöz,2012-06-16T18:42:00Z,https://www.youtube.com/watch?v=gjig3YuFMzw,,1231966,8520,416,PT4M57S,19,tr,,,,,,,,,,needs_manual_review
Neşet Ertaş,Gönül Dağı,Neşet Ertaş Gönül Dağı,base,3,8GGfzFX2e9k,Gönül Dağı,Neşet Ertaş - Topic,2014-11-08T09:45:52Z,https://www.youtube.com/watch?v=8GGfzFX2e9k,Provided to YouTube by The Orchard Enterprises Gönül Dağı · Neşet Ertaş Gönül Dağı ℗ 1999 Kalan Ses Görüntü Released on: ...,219163,1340,14,PT4M59S,10,tr,,,,,,,,,,needs_manual_review
Neşet Ertaş,Zahidem,Neşet Ertaş Zahidem,base,1,L8KvxipjYjM,Neşet Ertaş - Zahidem gurbanın olam ne olacak halim,Ali IŞIK,2017-03-11T12:50:19Z,https://www.youtube.com/watch?v=L8KvxipjYjM,Neşet Ertaş Zahidem Zahide kurbanım ne olacak halim Gene bir laf duydum kırıldı belim Gelenden gidene haber sorayım Zahide ...,7170229,46214,2496,PT4M21S,22,tr,,,,,,,,,,needs_manual_review
Neşet Ertaş,Zahidem,Neşet Ertaş Zahidem,base,2,voRQ0WNGbjk,Zahide,Neşet Ertaş - Topic,2014-11-08T17:16:58Z,https://www.youtube.com/watch?v=voRQ0WNGbjk,Provided to YouTube by The Orchard Enterprises Zahide · Neşet Ertaş · Mustafa Öztürk Zahidem ℗ 1999 Kalan Ses Görüntü ...,405969,2979,22,PT4M21S,10,tr,,,,,,,,,,needs_manual_review
Neşet Ertaş,Zahidem,Neşet Ertaş Zahidem,base,3,iGgdc8nS4Ss,Neşet Ertaş - Zahide,Bayar Müzik,2016-09-09T08:50:59Z,https://www.youtube.com/watch?v=iGgdc8nS4Ss,İndirmek İçin; http://bit.ly/NesetErtas98 Dinlemek İçin; http://bit.ly/NesetErtas98SP Zahide Söz & Müzik: Neşet Ertaş Zahide ...,677570,4083,237,PT7M10S,10,tr,tr,,,,,,,,,needs_manual_review
Sezen Aksu,Gülümse,Sezen Aksu Gülümse,base,1,qgfLk8Uksxo,Sezen Aksu - Gülümse (Official Video),Sezen Aksu,2012-05-29T03:47:25Z,https://www.youtube.com/watch?v=qgfLk8Uksxo,"""Gülümse"" (Gülümse - 1991) Yönetmen: Samim Değer Söz: Kemal Burkay Beste: Arto Tunçboyacı Gülümse, hadi gülümse ...",6647251,39326,1823,PT5M,10,tr,tr,,,,,,,,,needs_manual_review
Sezen Aksu,Gülümse,Sezen Aksu Gülümse,base,2,KtOwqDBABmQ,SEZEN AKSU - GÜLÜMSE,melodramful,2012-12-07T15:55:30Z,https://www.youtube.com/watch?v=KtOwqDBABmQ,Türkiye şarkıları.,1982254,12643,859,PT5M25S,10,tr,,,,,,,,,,needs_manual_review
Sezen Aksu,Gülümse,Sezen Aksu Gülümse,base,3,qyB3VkIjPZs,Sezen Aksu - Gülümse (Official Audio),Sezen Aksu,2016-10-03T13:07:02Z,https://www.youtube.com/watch?v=qyB3VkIjPZs,"Gülümse (Gülümse 1991) Lyrics: Kemal Burkay Music by: Arto Tunçboyacı Arranged by: Onno Tunç Gülümse, hadi gülümse ...",809607,6349,342,PT5M4S,10,tr,tr,,,,,,,,,needs_manual_review
Sezen Aksu,Tükeneceğiz,Sezen Aksu Tükeneceğiz,base,1,Eg6gKLXA30U,Sezen Aksu - Tükeneceğiz (Official Audio),Sezen Aksu,2016-12-25T21:23:03Z,https://www.youtube.com/watch?v=Eg6gKLXA30U,"Sezen Aksu - Tükeneceğiz Söz: Sezen Aksu Beste: Sezen Aksu Düzenleme: Onno Tunç Ne böyle senle ne de sensiz Yazık, ...",137171186,399229,21597,PT4M20S,10,tr,tr,,,,,,,,,needs_manual_review
Sezen Aksu,Tükeneceğiz,Sezen Aksu Tükeneceğiz,base,2,zcn4-FJGVcU,SEZEN AKSU-TÜKENECEGİZ,abdullah yıldız,2013-02-07T21:39:38Z,https://www.youtube.com/watch?v=zcn4-FJGVcU,,2179086,10377,645,PT4M21S,22,tr,,,,,,,,,,needs_manual_review
Sezen Aksu,Tükeneceğiz,Sezen Aksu Tükeneceğiz,base,3,icdv9ML5IDg,Sezen Aksu - Tükeneceğiz (Lyrics | Şarkı Sözleri),Sezen Aksu,2019-10-09T08:22:47Z,https://www.youtube.com/watch?v=icdv9ML5IDg,"Tükeneceğiz (Sen Ağlama, 1984) Söz: Sezen Aksu Müzik: Sezen Aksu Düzenleme: Onno Tunç Ne böyle senle ne de sensiz ...",24498643,60648,1401,PT4M38S,10,tr,tr,,,,,,,,,needs_manual_review
Ezhel,İmkansızım,Ezhel İmkansızım,base,1,ginewdXTt1Q,Ezhel - İmkansızım,Groovytmc,2017-11-16T21:12:53Z,https://www.youtube.com/watch?v=ginewdXTt1Q,Music audio by İmkansızım performing Ezhel (C) 2018 Groovytmc & KOVL #Groovytmc Groovytmc YouTube kanalına abone ...,69643140,329172,19134,PT3M42S,22,tr,tr,,,,,,,,,needs_manual_review
Ezhel,İmkansızım,Ezhel İmkansızım,base,2,g4W3EI71Ksc,Ezhel - İmkansızım (Sözleri),Kadircan Albayrak,2022-08-30T13:23:55Z,https://www.youtube.com/watch?v=g4W3EI71Ksc,bu şarkının ilk zamanları çok güzeldi anıları varrrr -------------------------------------------------------------- Spotify hesabım: ...,3740629,15156,1075,PT3M43S,10,tr,,,,,,,,,,needs_manual_review
Ezhel,İmkansızım,Ezhel İmkansızım,base,3,Bfi0Sc3YZgY,Ezhel - İmkansızım,Lil kaosh,2022-10-05T19:19:24Z,https://www.youtube.com/watch?v=Bfi0Sc3YZgY,,86059,2275,29,PT21S,22,tr,,,,,,,,,,needs_manual_review
Ezhel,Felaket,Ezhel Felaket,base,1,-x5LnDSctk0,Ezhel - Felaket (Official Audio),Ezhel,2019-01-31T21:04:36Z,https://www.youtube.com/watch?v=-x5LnDSctk0,"Ezhel - Felaket / 2019 Koal, Produced By: Bugy, Mixed and Mastered by: Lex Barkey, Artwork Design: Cihan Kılıç.",62663694,487299,24288,PT3M15S,10,tr,tr,,,,,,,,,needs_manual_review
Ezhel,Felaket,Ezhel Felaket,base,2,uVf3mWEsqZ0,Ezhel - Felaket (sözleri),ütopya,2022-06-12T17:11:14Z,https://www.youtube.com/watch?v=uVf3mWEsqZ0,ezhel #felaket #sözleri #lyrics #keşfet.,2877373,14994,411,PT3M15S,22,tr,,,,,,,,,,needs_manual_review
Ezhel,Felaket,Ezhel Felaket,base,3,GgKgTY_8DTM,Ezhel - Felaket,Ezhel,2019-02-01T17:43:45Z,https://www.youtube.com/watch?v=GgKgTY_8DTM,,57358,416,17,PT3M15S,10,tr,,,,,,,,,,needs_manual_review
Barış Manço,Gülpembe,Barış Manço Gülpembe,base,1,zd8IFDgQCUc,Barış Manço - Gülpembe,netd müzik,2014-03-04T08:48:44Z,https://www.youtube.com/watch?v=zd8IFDgQCUc,"Barış Manço'nun, EMRE GRAFSON MÜZİK etiketiyle yayınlanan ""Mançoloji, Vol. 1"" albümünde yer alan ""Gül Pembe"" isimli şarkısı ...",99928437,458651,27021,PT5M12S,10,tr,,,,,,,,,,needs_manual_review
Barış Manço,Gülpembe,Barış Manço Gülpembe,base,2,oEDAhzMI_3g,Gülpembe,Barış Manço - Topic,2018-11-22T14:58:36Z,https://www.youtube.com/watch?v=oEDAhzMI_3g,Provided to YouTube by Netd Müzik Video Dijital Platform A.Ş. Gülpembe · Barış Manço · Barış Manço · Barış Manço · C. Güven ...,1519099,8272,277,PT4M45S,10,tr,,,,,,,,,,needs_manual_review
Barış Manço,Gülpembe,Barış Manço Gülpembe,base,3,CnfCUIvIXYc,Barış Manço - Gülpembe HD Klip,MancoTv,2011-11-06T10:12:06Z,https://www.youtube.com/watch?v=CnfCUIvIXYc,Barış Manço - Gülpembe HD Klip.,2039651,11704,568,PT5M37S,24,tr,,,,,,,,,,needs_manual_review
Barış Manço,Dönence,Barış Manço Dönence,base,1,FJ5-ttwIBkI,Dönence,Barış Manço - Topic,2021-04-10T12:15:00Z,https://www.youtube.com/watch?v=FJ5-ttwIBkI,Provided to YouTube by Netd Müzik Video Dijital Platform A.Ş. Dönence · Barış Manço · Barış Manço · Barış Manço · Celal Güven ...,14410516,66706,797,PT6M51S,10,tr,,,,,,,,,,needs_manual_review
Barış Manço,Dönence,Barış Manço Dönence,base,2,77ygz-MC6_8,Barış Manço - Dönence (1982 - TRT),Hakan Demir,2013-04-13T23:09:46Z,https://www.youtube.com/watch?v=77ygz-MC6_8,,10165723,103294,8076,PT6M51S,10,tr,,,,,,,,,,needs_manual_review
Barış Manço,Dönence,Barış Manço Dönence,base,3,yw_azIKC9UY,Barış Manço - Dönence,Anadolu Rock,2020-10-10T10:25:49Z,https://www.youtube.com/watch?v=yw_azIKC9UY,ANADOLU ROCK'a git: http://www.instagram.com/AnatolianRock7 http://www.facebook.com/AnadoluRock7.,855740,10054,756,PT6M49S,10,tr,,,,,,,,,,needs_manual_review
Cem Karaca,Resimdeki Gözyaşları,Cem Karaca Resimdeki Gözyaşları,base,1,LfnX9nujOQ0,Cem Karaca - Resimdeki Gözyaşları (Official Audio),Avrupa Müzik,2019-02-07T14:51:00Z,https://www.youtube.com/watch?v=LfnX9nujOQ0,"Cem Karaca'nın, Yavuz Burç Plakçılık etiketiyle yayımlanan ""Resimdeki Gözyaşları"" isimli şarkısı, Avrupa Müzik kanalında! Kanala ...",532224,5562,77,PT3M6S,10,tr,,,,,,,,,,needs_manual_review
Cem Karaca,Resimdeki Gözyaşları,Cem Karaca Resimdeki Gözyaşları,base,2,fOnohmbo3fg,Cem Karaca - Resimdeki Gözyaşı,netd müzik,2014-03-04T08:48:41Z,https://www.youtube.com/watch?v=fOnohmbo3fg,Cem Karaca - Resimdeki Gözyaşı.,1628311,13984,440,PT4M10S,10,en,,,,,,,,,,needs_manual_review
Cem Karaca,Resimdeki Gözyaşları,Cem Karaca Resimdeki Gözyaşları,base,3,3QwkB28QuKk,CEM KARACA - RESIMDEKI GÖZYASLARI,Işık Çeşmesi,2009-05-14T21:46:46Z,https://www.youtube.com/watch?v=3QwkB28QuKk,CEM KARACA - RESIMDEKI GÖZYASLARI Daha fazlasını dinle / listen to more ...,12998680,76011,2535,PT3M4S,10,tr,,,,,,,,,,needs_manual_review
Cem Karaca,Tamirci Çırağı,Cem Karaca Tamirci Çırağı,base,1,suDxvitFEgA,Cem Karaca - Tamirci Çırağı (Official Lyric Video),Yavuz Burç Plakçılık,2023-11-22T08:33:48Z,https://www.youtube.com/watch?v=suDxvitFEgA,"Cem Karaca'nın, ""Tamirci Çırağı"" isimli şarkısı, lyric video klibiyle Yavuz Burç Plakçılık kanalında! Söz - Müzik: Cem Karaca Lyrics: ...",17406,98,3,PT4M57S,10,tr,,,,,,,,,,needs_manual_review
Cem Karaca,Tamirci Çırağı,Cem Karaca Tamirci Çırağı,base,2,408tZ5_Zmw0,Cem Karaca - Tamirci Çırağı (Official Lyric Video),MuzikPlay,2021-09-28T08:43:32Z,https://www.youtube.com/watch?v=408tZ5_Zmw0,"Cem Karaca'nın, Yavuz Burç Plakçılık etiketiyle yayımlanan ""Tamirci Çırağı"" isimli şarkısı, lyric video klibiyle MuzikPlay kanalında!",14067366,50299,2427,PT4M57S,10,tr,tr,,,,,,,,,needs_manual_review
Cem Karaca,Tamirci Çırağı,Cem Karaca Tamirci Çırağı,base,3,KJjYymEwpPE,Cem Karaca - Tamirci çırağı,pharmacist3p,2010-03-17T23:10:24Z,https://www.youtube.com/watch?v=KJjYymEwpPE,Levent Kınacı Videos.,15422706,34693,2279,PT5M17S,10,tr,,,,,,,,,,needs_manual_review
